Reef ,Date,Boat Type,Number of Boats
Yellowbar,10/25/2014,Large,0
Yellowbar,11/15/2014,Small,1
Yellowbar,11/15/2014,Large,0
Yellowbar,10/6/2014,Small,2
Yellowbar,10/6/2014,Large,1
Yellowbar,9/5/2014,Small,2
Yellowbar,9/5/2014,Large,0
Yellowbar,8/24/2014,Small,9
Yellowbar,8/24/2014,Large,0
Yellowbar,8/19/2014,Small,2
Yellowbar,8/19/2014,Large,0
Yellowbar,8/17/2014,Small,4
Yellowbar,8/17/2014,Large,0
Yellowbar,7/23/2014,Small,2
Yellowbar,7/23/2014,Large,0
Yellowbar,6/27/2014,Small,3
Yellowbar,6/27/2014,Large,1
Yellowbar,6/14/2014,Small,5
Yellowbar,6/14/2014,Large,0
Yellowbar,4/15/2015,Small,0
Yellowbar,4/15/2015,Large,0
Yellowbar,4/18/2015,Small,0
Yellowbar,4/18/2015,Large,0
Yellowbar,5/29/2015,Small,3
Yellowbar,5/29/2015,Large,0
Yellowbar,5/30/2015,Small,3
Yellowbar,5/30/2015,Large,0
Yellowbar,6/17/2015,Small,0
Yellowbar,6/17/2015,Large,0
Yellowbar,7/11/2015,Small,9
Yellowbar,7/11/2015,Large,0
Yellowbar,7/21/2015,Small,0
Yellowbar,7/21/2015,Large,0
Yellowbar,8/9/2015,Small,4
Yellowbar,8/9/2015,Large,0
Yellowbar,8/15/2015,Small,4
Yellowbar,8/15/2015,Large,0
Yellowbar,8/24/2015,Small,5
Yellowbar,8/24/2015,Large,0
Yellowbar,10/18/2015,Small,1
Yellowbar,10/18/2015,Large,0
Yellowbar,10/22/2015,Small,3
Yellowbar,10/22/2015,Large,0
Yellowbar,10/26/2015,Small,2
Yellowbar,10/26/2015,Large,0
Yellowbar,10/31/2015,Small,5
Yellowbar,10/31/2015,Large,0
Yellowbar,11/4/2015,Small,0
Yellowbar,11/4/2015,Large,1
Yellowbar,11/15/2015,Small,1
Yellowbar,11/15/2015,Large,0
Yellowbar,12/7/2015,Small,0
Yellowbar,12/7/2015,Large,0
Yellowbar,12/12/2015,Small,0
Yellowbar,12/12/2015,Large,0
Yellowbar,5/26/2008,Small,1
Yellowbar,5/26/2008,Large,0
Yellowbar,6/2/2008,Small,1
Yellowbar,6/2/2008,Large,0
Yellowbar,7/21/2008,Small,1
Yellowbar,7/21/2008,Large,0
Yellowbar,7/27/2008,Small,0
Yellowbar,7/27/2008,Large,0
Yellowbar,7/28/2008,Small,1
Yellowbar,7/28/2008,Large,0
Yellowbar,9/17/2008,Small,2
Yellowbar,9/17/2008,Large,0
Yellowbar,10/2/2008,Small,1
Yellowbar,10/2/2008,Large,3
Yellowbar,10/21/2008,Small,5
Yellowbar,10/21/2008,Large,0
Yellowbar,11/2/2008,Small,4
Yellowbar,11/2/2008,Large,2
Yellowbar,12/14/2008,Small,0
Yellowbar,12/14/2008,Large,0
Yellowbar,12/23/2008,Small,0
Yellowbar,12/23/2008,Large,0
Yellowbar,1/21/2009,Small,0
Yellowbar,1/21/2009,Large,0
